CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function,Issue Kind
12749,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Ems/LibEms/engine_mgmt_system.cc,engine_mgmt_system,Quality
12751,Uninitialized pointer field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Inc/prop_tmd.h,tmd_c,Quality
12752,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Prop/LibProp/propulsion_control.cc,propulsion_control,Quality
12753,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Guardian/ProcTaskGuardian/guardian.cc,CTaskGuardian,Quality
12754,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Ps/ProcPs/ps.cc,CNonVolPs,Quality
12756,Uninitialized pointer field,Medium,Dismissed,6/17/2016,Unassigned,False Positive,Unspecified,Ignore,Other,Uninitialized members,/Obd/LibRmAgent/rm_agent.cc,restriction_manager,Quality
12757,Uninitialized pointer field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Tools/FileParser/LibFileParser/RegPanelIniFileParser.cc,CRegPanelIniFileParser,Quality
12758,Uninitialized pointer field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Bsp/LibComExpress/Fe211PciFpgaIntfc.cc,CFe211PciFpgaIntfc,Quality
12759,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Datapack/ProcDpc/dpc_agent.h,dpc_template_info_c,Quality
12760,Uninitialized pointer field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Fms/ProcFmsAgent/aei_dyn_tag.cc,aei_dynamic_tag_c,Quality
12761,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/General/Inc/variable.h,slew_limiter,Quality
12762,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Netman/LibNetMan/download_gateway.cc,download_gateway,Quality
12763,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Prop/LibProp/brake_trq_ref.cc,brake_trq_ref,Quality
12764,Uninitialized pointer field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Rmd/LibDataPort/dp_subsys.cc,dp_subsys_c,Quality
12766,Uninitialized pointer field,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Uninitialized members,/Fms/ProcFmsAgent/fms_agent.cc,fms_agent_task,Quality
12767,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/User/LibUser/user.cc,user_interface,Quality
12768,Uninitialized pointer field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Lpcshm/ProcLpcCommTask/lpc_comm_task.cc,lpc_comm_task,Quality
12770,Uninitialized pointer field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Inc/dac_exm_21.h,dac_exm_21_chan,Quality
12771,Uninitialized pointer field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Mep/ProcMepAgent/mep_agent.cc,mep_agent_class,Quality
12772,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Auxalt/LibAuxAlt/auxiliary_alternator.cc,auxiliary_alternator,Quality
12773,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Obd/Inc/rm.h,rm_config_struct,Quality
12774,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/SwLoader/LibSwLoader/sw_loader.cc,sw_loader,Quality
12775,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/SwLoader/LibSwLoader/sw_loader.cc,sw_loader,Quality
12776,Uninitialized pointer field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Icc/ProcIccAgent/icc_agent.cc,icc_datastore,Quality
12777,Uninitialized pointer field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Icc/ProcIccAgent/icc_agent.cc,icc_agent_task,Quality
12778,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Selftest/ProcSte/ste_action.cc,ste_action_c,Quality
12779,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Tpb/LibTpb/tpb_msg_xmitter.cc,third_party_box_msg,Quality
12780,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Dps/Inc/lsi_197_67.h,lsi_197_67_2_msg_s,Quality
12781,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Dps/ProcDps/dps_agent.cc,dps_agent_c,Quality
12783,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/General/Inc/variable.h,slew_limiter,Quality
12784,Uninitialized pointer field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Ems/LibEms/hp_class.cc,hp_class,Quality
12785,Uninitialized pointer field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Lpcshm/LibLpcShared/lpc_data_collector.cc,lpc_data_collector,Quality
12789,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Cmdparse/ProcConsoleInp/intel_line.h,intel_line,Quality
12790,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Cmdparse/ProcConsoleInp/console_inp.cc,console_inp_task,Quality
12791,Uninitialized pointer field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Stats/ProcStatTask/stat_manager.cc,stat_manager,Quality
12792,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/SwLoader/LibSwLoader/loader_socket.cc,loader_socket,Quality
12793,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Icc/ProcIccAgent/icc_message.cc,req_pil_loco_data_msg,Quality
12795,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Prop/LibProp/instant_curr_lim.cc,instant_curr_lim,Quality
12796,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Grid/LibGrid/grid_class.cc,grid_class,Quality
12797,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Vcs/LibVcs/process_vcs_mdl.cc,process_vcs_mdl,Quality
12800,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Horn/ProcHbdlcTask/hbc_incident.cc,state_machine_incident,Quality
12801,Uninitialized pointer field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Cmg/ProcCmgAgent/cmg_trail.cc,cmg_trail_base,Quality
12802,Uninitialized pointer field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Inc/rsf_lockedaxle.h,locked_axle_detector_c,Quality
12803,Uninitialized pointer field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Inc/rsf_nospdaxle.h,no_spd_axle_detector_c,Quality
12804,Uninitialized pointer field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Rsf/LibRsf/rsf_incident_detection.cc,rsf_incident_detection,Quality
12805,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Cfgmgr/ProcCmTask/soft_cfg_ctrl.cc,CCfgMgrSoftCfgCtrl,Quality
12806,Uninitialized pointer field,Medium,Dismissed,6/17/2016,Unassigned,False Positive,Unspecified,Ignore,Other,Uninitialized members,/Tools/FileParser/LibFileParser/FileParserInterface.cc,IFileParserInterface,Quality
12807,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Horn/ProcHbdlcTask/horn_sequencer.cc,horn_sequencer,Quality
12809,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Modem/ProcModemAgent/modem_agent.cc,modem_agent,Quality
12811,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Selftest/ProcSte/ste_man_st_fsm.cc,ste_man_st_fsm_c,Quality
12813,Uninitialized pointer field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/SysMon/ProcSysMon/sysmon.cc,CsytemMonitor,Quality
12814,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Drs/ProcDrw/drw_cmd.cc,SDrwCmd,Quality
12815,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Ebc/ProcEbcTask/ebc_task.cc,ebc_task_c,Quality
12816,Uninitialized pointer field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/ConCtrl/LibConCtrlVcSubsys/conctrl_vcsubsys.cc,CConCtrlVcSubsys,Quality
12819,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Dwm/LibDwm/dynamic_weight_mgmt.cc,dynamic_weight_mgmt,Quality
12820,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Inc/batt_quality.h,batt_quality,Quality
12821,Uninitialized pointer field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Ignore,Other,Uninitialized members,/StaticStringMgr/LibStaticStringMgrCommon/StaticStringMgrCommon.cc,ImageLayout,Quality
12822,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Env/LibEnv/env.cc,environment,Quality
12823,Uninitialized pointer field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Tools/FileParser/LibFileParser/IniFileParser.cc,IniFileParser,Quality
12824,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Stats/LibStat/sm_data_collector.cc,sm_data_collector,Quality
12825,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Drs/LibDrs/drc_defn.cc,CDrsData,Quality
12826,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Link/LibLink/lnk_incident_class.cc,inv_6_phase_a_overcurrent_under_power,Quality
12827,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Link/LibLink/lnk_incident_class.cc,inv_6_phase_b_overcurrent_under_power,Quality
12828,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Link/LibLink/lnk_incident_class.cc,inv_6_phase_c_overcurrent_under_power,Quality
12829,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Ta/LibTa/ta_eladvref.cc,elad_vref_c,Quality
12830,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Ecs/LibEcs/ecs.cc,ecs_config_struct,Quality
12831,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Eqv/LibEqv/eqv.cc,eqv_config_struct,Quality
12832,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Cfgmgr/LibCmParse/encrypt.cc,CCfgMgrEncrypt,Quality
12833,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Cfgmgr/LibCmParse/encrypt.cc,CCfgMgrEncrypt,Quality
12834,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Ecs/LibEcs/fan_incident_detection.cc,fan_incident_detection,Quality
12835,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Aess/LibAess/aess_system.cc,aess_system,Quality
12836,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Dts/ProcDtsAgent/serial_comm_server.cc,serial_comm_server,Quality
12837,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Ems/LibEms/ems.cc,ems_config_struct,Quality
12839,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Dwm/LibDwm/dwm_data.cc,dwm_data,Quality
12840,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Ems/LibEms/engine_temp_sm.cc,emseng_temp_recognizer_fsm,Quality
12841,Uninitialized pointer field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Netman/LibNetMan/data_channel_interface.cc,agent_interface,Quality
12842,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Debug/LibDebug/remote_output.cc,remote_output,Quality
12843,Uninitialized pointer field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Obd/SrcCmn/num_circ_buf.cc,num_circ_buf,Quality
12844,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/General/LibGen/gen_bufmgr.cc,gen_bufmgr_c,Quality
12845,Uninitialized scalar field,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Uninitialized members,/General/LibGen/gen_bufmgr.cc,gen_bufmgr_c,Quality
12846,Uninitialized pointer field,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Uninitialized members,/Obd/SrcCmn/var_circ_buf.cc,var_circ_buf,Quality
12848,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Rsf/LibRsf/rsf_elad.cc,elad_c,Quality
12849,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Selftest/ProcSte/ste_io.cc,ste_io_c,Quality
12852,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Obd/SrcCmn/obd_incident.cc,incident,Quality
12853,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Obd/SrcCmn/obd_incident.cc,incident,Quality
12854,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Obd/SrcCmn/obd_incident.cc,incident,Quality
12855,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Obd/SrcCmn/obd_incident.cc,incident,Quality
12856,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Obd/SrcCmn/obd_incident.cc,incident,Quality
12859,Uninitialized pointer field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Ptdwnld/ProcPtDownload/pt_download.cc,pt_download_task,Quality
12860,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Debug/ProcDebugCollect/debug_user_data.cc,debug_user_data,Quality
12861,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Ico/LibIco/inv_cutout.cc,inv_cutout,Quality
12862,Uninitialized pointer field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Net/LibNet/arcnet_stats.cc,CArcnetStats,Quality
12863,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Rsf/LibRsf/rsf_config.cc,rsf_config,Quality
12864,Uninitialized pointer field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Stats/ProcStatTask/accumulator.cc,fuel_consumption,Quality
12865,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Alerter/ProcAlerterTask/alerter.cc,alerter_system,Quality
12866,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Stats/ProcStatTask/system_data.cc,system_data,Quality
12867,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Bsp/LibComExpress/Fe211Post.cc,CFe211Post,Quality
12868,Uninitialized pointer field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Msgtrans/ProcMsgT/pt_cfg.cc,pt_cfg,Quality
12869,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Ta/LibTa/ta_config.cc,ta_config_struct,Quality
12870,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Debug/ProcDebugCollect/cmd_user_data.cc,cmd_user_data,Quality
12872,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Fts/LibFts/fts_data.cc,fts_data,Quality
12873,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Condmon/LibCmCr/cm_cr.cc,cm_cr,Quality
12874,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Prop/LibProp/prop_config.cc,prop_config_struct,Quality
12875,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/SysMon/LibSysI2C/sysi2c.cc,i2cInterface,Quality
12876,Uninitialized pointer field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Tic/ProcTicAgent/tic_agent.cc,tic_agent,Quality
12877,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Rlr/LibMsgEncryptDecrypt/msg_encrypt_decrypt.cc,msg_encrypt_decrypt,Quality
12878,Uninitialized scalar field,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Uninitialized members,/Debug/LibDebug/string_circ_buf.cc,string_circ_buf,Quality
12879,Uninitialized pointer field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Iomgr/LibIomgr/iomgr.cc,CIoMgr,Quality
12880,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Auxalt/LibAuxAlt/aa_struct.cc,aa_mon,Quality
12881,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Auxalt/LibAuxAlt/aa_struct.cc,aa_struct,Quality
12882,Uninitialized pointer field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Infra/ProcCpoDaemon/cpo_daemon.h,reg_q_entry,Quality
12883,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Vcs/LibVcs/vi_test.cc,vit_c,Quality
12884,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Air/LibAir/air_config_struct.cc,air_config,Quality
12885,Uninitialized pointer field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Rsf/LibRsf/enhanced_spd_cal.cc,enhanced_speed_calibration,Quality
12886,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Batt/LibBatt/batt_incd_class.cc,bcc_dc_short_to_chassis_det,Quality
12887,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Batt/LibBatt/batt_mon.cc,batt_mon,Quality
12888,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Grid/LibGrid/grid_config_struct.cc,grid_config,Quality
12889,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/Link/LibLink/link_config.cc,link_config_struct,Quality
12890,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Vehctrl/User/LibUser/user_config.cc,user_config,Quality
12891,Uninitialized scalar field,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Uninitialized members,/Netman/LibNetMan/network_node_interface.cc,network_node_interface,Quality
12892,Result is not floating-point,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Mmi/ProcDisp/air_brake.c,invoke_air_brake_setup,Quality
12893,Result is not floating-point,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Tools/Sharon/ProcSharon/sharon_sim.c,mmi_debug_global,Quality
12894,Result is not floating-point,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Mmi/ProcDisp/sw_loading.c,gui_draw_sw_load_box,Quality
12896,Unused value,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Vehctrl/Link/LibLink/link_system.cc,nonVolDataIterate,Quality
12897,Unused value,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Incorrect expression,/boot/ppcbe/src/hardware/devn/mpc85xx/mpc85xx.c,mpc_update_stats,Quality
12898,Unused value,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Code maintainability issues,/Socketmgr/LibServerSockManager/server_sock_manager.cc,process_sock,Quality
12899,Unused value,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Cabsig/ProcCsAgent/cs_agent.cc,print_cpo_msg,Quality
12900,Unused value,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Cabsig/ProcCsAgent/cs_agent.cc,print_cpo_msg,Quality
12901,Unused value,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Cabsig/ProcCsAgent/cs_agent.cc,print_lsi_msg,Quality
12902,Unused value,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Cabsig/ProcCsAgent/cs_agent.cc,print_lsi_msg,Quality
12903,Unused value,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Cabsig/ProcCsAgent/cs_agent.cc,print_lsi_msg,Quality
12904,Unused value,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Cabsig/ProcCsAgent/cs_agent.cc,print_lsi_msg,Quality
12905,Unused value,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Cabsig/ProcCsAgent/cs_agent.cc,print_lsi_msg,Quality
12906,Unused value,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Cabsig/ProcCsAgent/cs_agent.cc,print_lsi_msg,Quality
12908,Unused value,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Code maintainability issues,/Infra/LibInfra/os_task.cc,main_line,Quality
12909,Unused value,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Incorrect expression,/boot/ppcbe/src/hardware/ipl/boards/mpc8347-ge/board.c,board_init,Quality
12910,Unused value,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Code maintainability issues,/boot/ppcbe/src/hardware/pci/server.c,PCI_attach_device,Quality
12911,Unused value,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Tripopt/LibToLdsMdl/to_lds_mdl.c,to_lds_mdl_arcproj_v2_Start,Quality
12912,Unused value,Low,Fixed,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Code maintainability issues,/Mmi/ProcDisp/track_profile.c,gui_update_track_profile_speed_text,Quality
12913,Unused value,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Gps/ProcGpsAgent/gps_agent.cc,extract_data,Quality
12914,Unused value,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Code maintainability issues,/Mmi/ProcDisp/gui_render.c,gui_render_remote_session,Quality
